feature_id	feature_family	feature_name	n_genes_defined	n_genes_present	genes_present	view	cohort
Reactome::TRIF (TICAM1)-mediated TLR4 signaling	Reactome	TRIF (TICAM1)-mediated TLR4 signaling	110	108	ALPK1;APP;ATF1;ATF2;BIRC2;BIRC3;BTRC;CASP8;CD14;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ELK1;FADD;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKE;IKBKG;IRAK1;IRAK2;IRF3;IRF7;JUN;LRRC14;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;OPTN;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;PTPN11;RELA;RIPK1;RIPK2;RIPK3;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A12;S100B;SAA1;SARM1;SKP1;TAB1;TAB2;TAB3;TANK;TBK1;TICAM1;TICAM2;TIFA;TLR4;TNIP2;TP53;TRAF2;TRAF3;TRAF6;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::TRP channels	Reactome	TRP channels	28	20	MCOLN1;MCOLN2;MCOLN3;MLKL;RIPK1;RIPK3;TRPA1;TRPC1;TRPC4AP;TRPC6;TRPM1;TRPM2;TRPM4;TRPM6;TRPM7;TRPV1;TRPV2;TRPV3;TRPV4;TRPV6	NL	discovery
Reactome::Tandem pore domain potassium channels	Reactome	Tandem pore domain potassium channels	12	5	KCNK1;KCNK10;KCNK2;KCNK6;KCNK7	NL	discovery
Reactome::Tat-mediated HIV elongation arrest and recovery	Reactome	Tat-mediated HIV elongation arrest and recovery	32	30	CCNT1;CDK9;CTDP1;ELL;ELOA;ELOB;ELOC;GTF2F1;GTF2F2;NELFA;NELFB;NELFCD;NELFE;POLR2A;POLR2B;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;SSRP1;SUPT16H;SUPT4H1;SUPT5H;TCEA1	NL	discovery
Reactome::Tat-mediated elongation of the HIV-1 transcript	Reactome	Tat-mediated elongation of the HIV-1 transcript	44	42	CCNH;CCNT1;CDK7;CDK9;CTDP1;ELL;ELOA;ELOB;ELOC;ERCC2;ERCC3;GTF2F1;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;MNAT1;NCBP1;NCBP2;NELFA;NELFB;NELFCD;NELFE;POLR2A;POLR2B;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;SSRP1;SUPT16H;SUPT4H1;SUPT5H;TCEA1	NL	discovery
Reactome::Telomere C-strand (Lagging Strand) Synthesis	Reactome	Telomere C-strand (Lagging Strand) Synthesis	34	34	ACD;BLM;CHTF18;CHTF8;CTC1;DNA2;DSCC1;FEN1;LIG1;PCNA;POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POT1;PRIM1;PRIM2;RFC1;RFC2;RFC3;RFC4;RFC5;RPA1;RPA2;RPA3;STN1;TEN1;TERF1;TERF2;TERF2IP;TINF2;WRN	NL	discovery
Reactome::Telomere C-strand synthesis initiation	Reactome	Telomere C-strand synthesis initiation	13	13	ACD;CTC1;POLA1;POLA2;POT1;PRIM1;PRIM2;STN1;TEN1;TERF1;TERF2;TERF2IP;TINF2	NL	discovery
Reactome::Telomere Extension By Telomerase	Reactome	Telomere Extension By Telomerase	23	22	ACD;ANKRD28;CCNA1;CCNA2;CDK2;DKC1;GAR1;NHP2;NOP10;PIF1;POT1;PPP6C;PPP6R3;RTEL1;RUVBL1;RUVBL2;SHQ1;TERF1;TERF2;TERF2IP;TINF2;WRAP53	NL	discovery
Reactome::Telomere Maintenance	Reactome	Telomere Maintenance	92	75	ACD;ANKRD28;ATRX;BLM;CCNA1;CCNA2;CDK2;CHTF18;CHTF8;CTC1;DAXX;DKC1;DNA2;DSCC1;FEN1;GAR1;H2AC6;H2AJ;H2AX;H2AZ2;H2BC11;H2BC12;H2BC21;H2BC26;H2BC4;H2BC5;H3-3A;LIG1;NHP2;NOP10;PCNA;PIF1;POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POLR2A;POLR2B;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;POT1;PPP6C;PPP6R3;PRIM1;PRIM2;RFC1;RFC2;RFC3;RFC4;RFC5;RPA1;RPA2;RPA3;RTEL1;RUVBL1;RUVBL2;SHQ1;STN1;TEN1;TERF1;TERF2;TERF2IP;TINF2;WRAP53;WRN	NL	discovery
Reactome::Termination of O-glycan biosynthesis	Reactome	Termination of O-glycan biosynthesis	26	14	MUC1;MUC15;MUC16;MUC5B;MUC7;MUCL1;ST3GAL1;ST3GAL2;ST3GAL3;ST3GAL4;ST6GAL1;ST6GALNAC2;ST6GALNAC3;ST6GALNAC4	NL	discovery
Reactome::Termination of translesion DNA synthesis	Reactome	Termination of translesion DNA synthesis	32	32	ISG15;PCLAF;PCNA;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLE3;POLE4;POLH;POLI;POLK;REV1;RFC1;RFC2;RFC3;RFC4;RFC5;RPA1;RPA2;RPA3;RPS27A;TRIM25;UBA52;UBA7;UBB;UBC;UBE2L6;USP10;USP43	NL	discovery
Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	10	10	AKT1;CALM1;DHFR;GCH1;GCHFR;HSP90AA1;NOS3;PRKG2;PTS;SPR	NL	discovery
Reactome::The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	Reactome	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	14	14	BMAL1;CLOCK;CREBBP;CRY1;CRY2;CSNK1D;CSNK1E;KMT2A;NPAS2;NR1D1;PER1;PER2;PER3;RORA	NL	discovery
Reactome::The NLRP3 inflammasome	Reactome	The NLRP3 inflammasome	17	16	APP;CASP1;HMOX1;HSP90AB1;MEFV;NFKB1;NFKB2;NLRP3;P2RX7;PANX1;PSTPIP1;PYCARD;RELA;SUGT1;TXN;TXNIP	NL	discovery
Reactome::The activation of arylsulfatases	Reactome	The activation of arylsulfatases	13	11	ARSA;ARSB;ARSD;ARSF;ARSG;ARSI;ARSJ;ARSK;STS;SUMF1;SUMF2	NL	discovery
Reactome::The canonical retinoid cycle in rods (twilight vision)	Reactome	The canonical retinoid cycle in rods (twilight vision)	22	16	ABCA4;CYP4V2;DHRS9;HSD17B1;HSD17B6;LRAT;MYO7A;RBP1;RBP4;RDH10;RDH11;RDH12;RDH16;RDH5;SDR9C7;STRA6	NL	discovery
Reactome::The phototransduction cascade	Reactome	The phototransduction cascade	34	21	CALM1;CAMKMT;CNGA1;CNGB1;FNTA;FNTB;GNB1;GNB5;GRK4;GUCA1B;METAP1;METAP2;NMT1;NMT2;PDE6A;PPEF1;PRKCA;PRKCQ;RGS9;RGS9BP;SLC24A1	NL	discovery
Reactome::The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	The role of GTSE1 in G2/M progression after G2 checkpoint	66	58	ADRM1;CCNB1;CCNB2;CDK1;CDKN1A;FKBPL;GTSE1;HSP90AA1;HSP90AB1;MAPRE1;PLK1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RPS27A;SEM1;TP53;TUBA1A;TUBA1B;TUBA1C;TUBA4A;TUBA8;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;UBA52;UBB;UBC	NL	discovery
Reactome::The role of Nef in HIV-1 replication and disease pathogenesis	Reactome	The role of Nef in HIV-1 replication and disease pathogenesis	29	28	AP1B1;AP1G1;AP1M1;AP1M2;AP1S1;AP1S2;AP1S3;AP2A1;AP2A2;AP2B1;AP2M1;AP2S1;ARF1;ATP6V1H;B2M;CD247;CD28;CD4;CD8B;DOCK2;ELMO1;FYN;HCK;HLA-A;LCK;PACS1;PAK2;RAC1	NL	discovery
Reactome::Thrombin signalling through proteinase activated receptors (PARs)	Reactome	Thrombin signalling through proteinase activated receptors (PARs)	32	24	ARRB1;ARRB2;F2R;F2RL2;F2RL3;GNA11;GNA12;GNA13;GNA14;GNA15;GNAQ;GNB1;GNB2;GNB4;GNB5;GNG10;GNG11;GNG12;GNG2;GNG5;GNG7;MAPK1;MAPK3;SRC	NL	discovery
Reactome::Thromboxane signalling through TP receptor	Reactome	Thromboxane signalling through TP receptor	24	16	AAMP;GNA11;GNA13;GNA14;GNA15;GNAQ;GNB1;GNB2;GNB4;GNB5;GNG10;GNG11;GNG12;GNG2;GNG5;GNG7	NL	discovery
Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	14	9	CAV1;DIO2;DUOX1;DUOX2;DUOXA1;DUOXA2;IYD;TPO;TXNDC11	NL	discovery
Reactome::Tie2 Signaling	Reactome	Tie2 Signaling	18	18	ANGPT1;ANGPT2;ANGPT4;DOK2;GRB14;GRB2;GRB7;HRAS;KRAS;NRAS;PIK3CA;PIK3CB;PIK3R1;PIK3R2;PTPN11;SHC1;SOS1;TEK	NL	discovery
Reactome::Tight junction interactions	Reactome	Tight junction interactions	31	23	CLDN1;CLDN10;CLDN11;CLDN12;CLDN15;CLDN16;CLDN17;CLDN2;CLDN23;CLDN3;CLDN4;CLDN5;CLDN7;CLDN8;CRB3;F11R;PALS1;PARD3;PARD6A;PARD6B;PARD6G;PATJ;PRKCI	NL	discovery
Reactome::Toll Like Receptor 10 (TLR10) Cascade	Reactome	Toll Like Receptor 10 (TLR10) Cascade	98	94	ALPK1;APP;ATF1;ATF2;BTRC;CASP8;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK1;IRAK2;IRAK4;JUN;LRRC14;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PELI2;PELI3;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RELA;RIPK2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A12;S100B;SAA1;SKP1;TAB1;TAB2;TAB3;TIFA;TLR5;TNIP2;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor 2 (TLR2) Cascade	Reactome	Toll Like Receptor 2 (TLR2) Cascade	118	109	ALPK1;APP;ATF1;ATF2;BTK;BTRC;CASP8;CD14;CD36;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK1;IRAK2;IRAK3;IRAK4;JUN;LRRC14;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PELI2;PELI3;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RELA;RIPK2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A1;S100A12;S100A8;S100A9;S100B;SAA1;SFTPD;SIGIRR;SKP1;SOCS1;TAB1;TAB2;TAB3;TIFA;TIRAP;TLR1;TLR2;TLR4;TLR6;TNIP2;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor 3 (TLR3) Cascade	Reactome	Toll Like Receptor 3 (TLR3) Cascade	106	104	ALPK1;APP;ATF1;ATF2;BIRC2;BIRC3;BTRC;CASP8;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ELK1;FADD;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKE;IKBKG;IRAK1;IRAK2;IRF3;IRF7;JUN;LRRC14;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;OPTN;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RELA;RIPK1;RIPK2;RIPK3;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A12;S100B;SAA1;SARM1;SKP1;TAB1;TAB2;TAB3;TANK;TBK1;TICAM1;TIFA;TLR3;TNIP2;TP53;TRAF2;TRAF3;TRAF6;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor 4 (TLR4) Cascade	Reactome	Toll Like Receptor 4 (TLR4) Cascade	148	137	ALPK1;APP;ATF1;ATF2;BIRC2;BIRC3;BTK;BTRC;CASP8;CD14;CD36;CHUK;CREB1;CUL1;DNM1;DNM2;DNM3;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;ELK1;FADD;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKE;IKBKG;IRAK1;IRAK2;IRAK3;IRAK4;IRF3;IRF7;ITGAM;ITGB2;JUN;LBP;LRRC14;LY86;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;OPTN;PELI1;PELI2;PELI3;PLCG2;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;PTPN11;PTPN4;RELA;RIPK1;RIPK2;RIPK3;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A1;S100A12;S100A8;S100A9;S100B;SAA1;SARM1;SFTPD;SIGIRR;SKP1;SOCS1;TAB1;TAB2;TAB3;TANK;TBK1;TICAM1;TICAM2;TIFA;TIRAP;TLR1;TLR2;TLR4;TLR6;TNIP2;TP53;TRAF2;TRAF3;TRAF6;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor 5 (TLR5) Cascade	Reactome	Toll Like Receptor 5 (TLR5) Cascade	98	94	ALPK1;APP;ATF1;ATF2;BTRC;CASP8;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK1;IRAK2;IRAK4;JUN;LRRC14;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PELI2;PELI3;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RELA;RIPK2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A12;S100B;SAA1;SKP1;TAB1;TAB2;TAB3;TIFA;TLR5;TNIP2;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	Toll Like Receptor 7/8 (TLR7/8) Cascade	107	104	ALPK1;APP;ATF1;ATF2;BTRC;CASP8;CD14;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK1;IRAK2;IRAK4;IRF5;IRF7;JUN;LRRC14;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PELI2;PELI3;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RELA;RIPK2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A12;S100B;SAA1;SKP1;SLC15A4;TAB1;TAB2;TAB3;TASL;TICAM1;TICAM2;TIFA;TLR4;TLR7;TLR8;TNIP2;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor 9 (TLR9) Cascade	Reactome	Toll Like Receptor 9 (TLR9) Cascade	110	107	ALPK1;APP;ATF1;ATF2;BTRC;CASP8;CD14;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;EEA1;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK1;IRAK2;IRAK4;IRF5;IRF7;JUN;LRRC14;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PELI2;PELI3;PIK3C3;PIK3R4;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RBSN;RELA;RIPK2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A12;S100B;SAA1;SKP1;SLC15A4;TAB1;TAB2;TAB3;TASL;TICAM1;TICAM2;TIFA;TLR4;TLR7;TNIP2;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor TLR1:TLR2 Cascade	Reactome	Toll Like Receptor TLR1:TLR2 Cascade	118	109	ALPK1;APP;ATF1;ATF2;BTK;BTRC;CASP8;CD14;CD36;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK1;IRAK2;IRAK3;IRAK4;JUN;LRRC14;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PELI2;PELI3;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RELA;RIPK2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A1;S100A12;S100A8;S100A9;S100B;SAA1;SFTPD;SIGIRR;SKP1;SOCS1;TAB1;TAB2;TAB3;TIFA;TIRAP;TLR1;TLR2;TLR4;TLR6;TNIP2;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll Like Receptor TLR6:TLR2 Cascade	Reactome	Toll Like Receptor TLR6:TLR2 Cascade	115	108	ALPK1;APP;ATF1;ATF2;BTK;BTRC;CASP8;CD14;CD36;CHUK;CREB1;CUL1;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;ELK1;FBXW11;FOS;HMGB1;IKBIP;IKBKB;IKBKG;IRAK1;IRAK2;IRAK3;IRAK4;JUN;LRRC14;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;PELI1;PELI2;PELI3;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;RELA;RIPK2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A1;S100A12;S100A8;S100A9;S100B;SAA1;SIGIRR;SKP1;SOCS1;TAB1;TAB2;TAB3;TIFA;TIRAP;TLR1;TLR2;TLR4;TLR6;TNIP2;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;UBE2N;UBE2V1;USP14;USP18;VRK3	NL	discovery
Reactome::Toll-like Receptor Cascades	Reactome	Toll-like Receptor Cascades	174	160	ALPK1;APOB;APP;ATF1;ATF2;BIRC2;BIRC3;BTK;BTRC;CASP8;CD14;CD36;CHUK;CNPY3;CREB1;CTSB;CTSK;CTSL;CTSS;CTSV;CUL1;DNM1;DNM2;DNM3;DUSP3;DUSP4;DUSP6;DUSP7;ECSIT;EEA1;ELK1;FADD;FBXW11;FOS;GSDMD;GSDME;HMGB1;HSP90B1;IKBIP;IKBKB;IKBKE;IKBKG;IRAK1;IRAK2;IRAK3;IRAK4;IRF3;IRF5;IRF7;ITGAM;ITGB2;JUN;LBP;LGMN;LRRC14;LY86;LY96;MAP2K1;MAP2K3;MAP2K4;MAP2K6;MAP2K7;MAP3K1;MAP3K7;MAP3K8;MAPK1;MAPK10;MAPK11;MAPK14;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK2;MAPKAPK3;MEF2A;MEF2C;MYD88;N4BP1;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;NLRC5;NLRX1;NOD1;NOD2;OPTN;PELI1;PELI2;PELI3;PIK3C3;PIK3R4;PLCG2;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5D;PTPN11;PTPN4;RBSN;RELA;RIPK1;RIPK2;RIPK3;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA5;S100A1;S100A12;S100A8;S100A9;S100B;SAA1;SARM1;SFTPD;SIGIRR;SKP1;SLC15A4;SOCS1;TAB1;TAB2;TAB3;TANK;TASL;TBK1;TICAM1;TICAM2;TIFA;TIRAP;TLR1;TLR2;TLR3;TLR4;TLR5;TLR6;TLR7;TLR8;TNIP2;TP53;TRAF2;TRAF3;TRAF6;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3;UBE2N;UBE2V1;UNC93B1;USP14;USP18;VRK3	NL	discovery
Reactome::Trafficking and processing of endosomal TLR	Reactome	Trafficking and processing of endosomal TLR	13	12	CNPY3;CTSB;CTSK;CTSL;CTSS;CTSV;HSP90B1;LGMN;TLR3;TLR7;TLR8;UNC93B1	NL	discovery
Reactome::Trafficking of AMPA receptors	Reactome	Trafficking of AMPA receptors	31	27	AKAP5;AP2A1;AP2A2;AP2B1;AP2M1;AP2S1;CACNG4;CAMK2A;CAMK2B;CAMK2D;CAMK2G;DLG1;DLG4;EPB41L1;GRIA1;GRIA2;GRIA3;GRIA4;GRIP1;GRIP2;MDM2;MYO6;NSF;PICK1;PRKCA;PRKCB;TSPAN7	NL	discovery
Reactome::Trafficking of GluR2-containing AMPA receptors	Reactome	Trafficking of GluR2-containing AMPA receptors	17	16	AP2A1;AP2A2;AP2B1;AP2M1;AP2S1;GRIA1;GRIA2;GRIA3;GRIA4;GRIP1;GRIP2;NSF;PICK1;PRKCA;PRKCB;TSPAN7	NL	discovery
Reactome::Transcription of E2F targets under negative control by DREAM complex	Reactome	Transcription of E2F targets under negative control by DREAM complex	19	19	CDC25A;CDC6;E2F1;E2F4;E2F5;HDAC1;LIN37;LIN52;LIN54;LIN9;MAX;MYC;PCNA;RBBP4;RBL1;RBL2;TFDP1;TFDP2;TOP2A	NL	discovery
Reactome::Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	Reactome	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	16	16	CCNA2;CDK1;E2F1;E2F4;E2F5;HDAC1;LIN37;LIN52;LIN54;LIN9;MYBL2;RBBP4;RBL1;RBL2;TFDP1;TFDP2	NL	discovery
Reactome::Transcription of the HIV genome	Reactome	Transcription of the HIV genome	72	69	CCNH;CCNK;CCNT1;CCNT2;CDK7;CDK9;CTDP1;ELL;ELOA;ELOB;ELOC;ERCC2;ERCC3;GTF2A1;GTF2A2;GTF2B;GTF2E1;GTF2E2;GTF2F1;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;MNAT1;NCBP1;NCBP2;NELFA;NELFB;NELFCD;NELFE;POLR2A;POLR2B;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;RNGTT;RNMT;SSRP1;SUPT16H;SUPT4H1;SUPT5H;TAF1;TAF10;TAF11;TAF12;TAF13;TAF15;TAF2;TAF3;TAF4;TAF4B;TAF5;TAF6;TAF7;TAF7L;TAF8;TAF9;TAF9B;TBP;TCEA1	NL	discovery
